boundary,volume,total_pairs,n1,n2,sector_dimension,configurations_checked,mean_sum_N_exact,mean_D_exact,mean_C4_exact,baseline_D_exact,selector_shift_per_A4_exact,leakage_squared_exact,leakage_squared_formula_exact,leakage_squared_per_A4_squared_exact,singular_value_exact,singular_value_decimal,min_C4_exact,max_C4_exact,distinct_C4_values,agp_invariant,centered_action_sum_zero,centered_action_norm_exact,open_decomposition_exact
periodic,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
periodic,2,1,0,1,2,2,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,2,2,0,2,1,1,8,32,49/25,32,0,0,0,0,0,0,49/25,49/25,1,YES,YES,YES,YES
periodic,2,1,1,0,2,2,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,2,2,1,1,4,4,8,32,49/25,32,0,0,0,0,0,0,49/25,49/25,1,YES,YES,YES,YES
periodic,2,3,1,2,2,2,12,72,1323/250,72,0,0,0,0,0,0,1323/250,1323/250,1,YES,YES,YES,YES
periodic,2,2,2,0,1,1,8,32,49/25,32,0,0,0,0,0,0,49/25,49/25,1,YES,YES,YES,YES
periodic,2,3,2,1,2,2,12,72,1323/250,72,0,0,0,0,0,0,1323/250,1323/250,1,YES,YES,YES,YES
periodic,2,4,2,2,1,1,16,128,1274/125,128,0,0,0,0,0,0,1274/125,1274/125,1,YES,YES,YES,YES
periodic,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
periodic,3,1,0,1,3,3,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,3,2,0,2,3,3,8,24,147/125,24,0,0,0,0,0,0,147/125,147/125,1,YES,YES,YES,YES
periodic,3,3,0,3,1,1,12,48,147/50,48,0,0,0,0,0,0,147/50,147/50,1,YES,YES,YES,YES
periodic,3,1,1,0,3,3,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,3,2,1,1,9,9,8,80/3,539/375,24,8/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,147/125,49/25,2,NO,YES,YES,YES
periodic,3,3,1,2,9,9,12,160/3,2597/750,48,16/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,147/50,931/250,2,NO,YES,YES,YES
periodic,3,4,1,3,3,3,16,88,784/125,80,8,0,0,0,0,0,784/125,784/125,1,YES,YES,YES,YES
periodic,3,2,2,0,3,3,8,24,147/125,24,0,0,0,0,0,0,147/125,147/125,1,YES,YES,YES,YES
periodic,3,3,2,1,9,9,12,160/3,2597/750,48,16/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,147/50,931/250,2,NO,YES,YES,YES
periodic,3,4,2,2,9,9,16,272/3,98/15,80,32/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,784/125,882/125,2,NO,YES,YES,YES
periodic,3,5,2,3,3,3,20,136,2597/250,120,16,0,0,0,0,0,2597/250,2597/250,1,YES,YES,YES,YES
periodic,3,3,3,0,1,1,12,48,147/50,48,0,0,0,0,0,0,147/50,147/50,1,YES,YES,YES,YES
periodic,3,4,3,1,3,3,16,88,784/125,80,8,0,0,0,0,0,784/125,784/125,1,YES,YES,YES,YES
periodic,3,5,3,2,3,3,20,136,2597/250,120,16,0,0,0,0,0,2597/250,2597/250,1,YES,YES,YES,YES
periodic,3,6,3,3,1,1,24,192,1911/125,168,24,0,0,0,0,0,1911/125,1911/125,1,YES,YES,YES,YES
periodic,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
periodic,4,1,0,1,4,4,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,4,2,0,2,6,6,8,64/3,343/375,64/3,0,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,49/125,147/125,2,NO,YES,YES,YES
periodic,4,3,0,3,4,4,12,40,539/250,40,0,0,0,0,0,0,539/250,539/250,1,YES,YES,YES,YES
periodic,4,4,0,4,1,1,16,64,98/25,64,0,0,0,0,0,0,98/25,98/25,1,YES,YES,YES,YES
periodic,4,1,1,0,4,4,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,4,2,1,1,16,16,8,24,147/125,64/3,8/3,4802/15625,4802/15625,32,sqrt(4802/15625),0.554371716450253,49/125,49/25,3,NO,YES,YES,YES
periodic,4,3,1,2,24,24,12,136/3,2009/750,40,16/3,76832/140625,76832/140625,512/9,sqrt(76832/140625),0.739162288600338,539/250,931/250,2,NO,YES,YES,YES
periodic,4,4,1,3,16,16,16,72,588/125,64,8,4802/15625,4802/15625,32,sqrt(4802/15625),0.554371716450253,98/25,686/125,3,NO,YES,YES,YES
periodic,4,5,1,4,4,4,20,104,1813/250,280/3,32/3,0,0,0,0,0,1813/250,1813/250,1,YES,YES,YES,YES
periodic,4,2,2,0,6,6,8,64/3,343/375,64/3,0,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,49/125,147/125,2,NO,YES,YES,YES
periodic,4,3,2,1,24,24,12,136/3,2009/750,40,16/3,76832/140625,76832/140625,512/9,sqrt(76832/140625),0.739162288600338,539/250,931/250,2,NO,YES,YES,YES
periodic,4,4,2,2,36,36,16,224/3,1862/375,64,32/3,38416/46875,38416/46875,256/3,sqrt(38416/46875),0.905285222089333,98/25,882/125,4,NO,YES,YES,YES
periodic,4,5,2,3,24,24,20,328/3,5831/750,280/3,16,76832/140625,76832/140625,512/9,sqrt(76832/140625),0.739162288600338,1813/250,441/50,2,NO,YES,YES,YES
periodic,4,6,2,4,6,6,24,448/3,833/75,128,64/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,1323/125,1421/125,2,NO,YES,YES,YES
periodic,4,3,3,0,4,4,12,40,539/250,40,0,0,0,0,0,0,539/250,539/250,1,YES,YES,YES,YES
periodic,4,4,3,1,16,16,16,72,588/125,64,8,4802/15625,4802/15625,32,sqrt(4802/15625),0.554371716450253,98/25,686/125,3,NO,YES,YES,YES
periodic,4,5,3,2,24,24,20,328/3,5831/750,280/3,16,76832/140625,76832/140625,512/9,sqrt(76832/140625),0.739162288600338,1813/250,441/50,2,NO,YES,YES,YES
periodic,4,6,3,3,16,16,24,152,1421/125,128,24,4802/15625,4802/15625,32,sqrt(4802/15625),0.554371716450253,1323/125,1519/125,3,NO,YES,YES,YES
periodic,4,7,3,4,4,4,28,200,3871/250,168,32,0,0,0,0,0,3871/250,3871/250,1,YES,YES,YES,YES
periodic,4,4,4,0,1,1,16,64,98/25,64,0,0,0,0,0,0,98/25,98/25,1,YES,YES,YES,YES
periodic,4,5,4,1,4,4,20,104,1813/250,280/3,32/3,0,0,0,0,0,1813/250,1813/250,1,YES,YES,YES,YES
periodic,4,6,4,2,6,6,24,448/3,833/75,128,64/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,1323/125,1421/125,2,NO,YES,YES,YES
periodic,4,7,4,3,4,4,28,200,3871/250,168,32,0,0,0,0,0,3871/250,3871/250,1,YES,YES,YES,YES
periodic,4,8,4,4,1,1,32,256,2548/125,640/3,128/3,0,0,0,0,0,2548/125,2548/125,1,YES,YES,YES,YES
periodic,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
periodic,5,1,0,1,5,5,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,5,2,0,2,10,10,8,20,98/125,20,0,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,49/125,147/125,2,NO,YES,YES,YES
periodic,5,3,0,3,10,10,12,36,441/250,36,0,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,343/250,539/250,2,NO,YES,YES,YES
periodic,5,4,0,4,5,5,16,56,392/125,56,0,0,0,0,0,0,392/125,392/125,1,YES,YES,YES,YES
periodic,5,5,0,5,1,1,20,80,49/10,80,0,0,0,0,0,0,49/10,49/10,1,YES,YES,YES,YES
periodic,5,1,1,0,5,5,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,5,2,1,1,25,25,8,112/5,637/625,20,12/5,134456/390625,134456/390625,896/25,sqrt(134456/390625),0.586691878246154,49/125,49/25,3,NO,YES,YES,YES
periodic,5,3,1,2,50,50,12,204/5,2793/1250,36,24/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,343/250,931/250,3,NO,YES,YES,YES
periodic,5,4,1,3,50,50,16,316/5,2401/625,56,36/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,392/125,686/125,4,NO,YES,YES,YES
periodic,5,5,1,4,25,25,20,448/5,7301/1250,80,48/5,134456/390625,134456/390625,896/25,sqrt(134456/390625),0.586691878246154,49/10,1617/250,3,NO,YES,YES,YES
periodic,5,6,1,5,5,5,24,120,1029/125,108,12,0,0,0,0,0,1029/125,1029/125,1,YES,YES,YES,YES
periodic,5,2,2,0,10,10,8,20,98/125,20,0,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,49/125,147/125,2,NO,YES,YES,YES
periodic,5,3,2,1,50,50,12,204/5,2793/1250,36,24/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,343/250,931/250,3,NO,YES,YES,YES
periodic,5,4,2,2,100,100,16,328/5,2548/625,56,48/5,422576/390625,422576/390625,2816/25,sqrt(422576/390625),1.04009353425545,392/125,882/125,5,NO,YES,YES,YES
periodic,5,5,2,3,100,100,20,472/5,7889/1250,80,72/5,422576/390625,422576/390625,2816/25,sqrt(422576/390625),1.04009353425545,49/10,441/50,5,NO,YES,YES,YES
periodic,5,6,2,4,50,50,24,636/5,5586/625,108,96/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,1029/125,1323/125,4,NO,YES,YES,YES
periodic,5,7,2,5,10,10,28,164,2989/250,140,24,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,2891/250,3087/250,2,NO,YES,YES,YES
periodic,5,3,3,0,10,10,12,36,441/250,36,0,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,343/250,539/250,2,NO,YES,YES,YES
periodic,5,4,3,1,50,50,16,316/5,2401/625,56,36/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,392/125,686/125,4,NO,YES,YES,YES
periodic,5,5,3,2,100,100,20,472/5,7889/1250,80,72/5,422576/390625,422576/390625,2816/25,sqrt(422576/390625),1.04009353425545,49/10,441/50,5,NO,YES,YES,YES
periodic,5,6,3,3,100,100,24,648/5,5733/625,108,108/5,422576/390625,422576/390625,2816/25,sqrt(422576/390625),1.04009353425545,1029/125,1519/125,5,NO,YES,YES,YES
periodic,5,7,3,4,50,50,28,844/5,15533/1250,140,144/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,2891/250,3479/250,3,NO,YES,YES,YES
periodic,5,8,3,5,10,10,32,212,2009/125,176,36,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,392/25,2058/125,2,NO,YES,YES,YES
periodic,5,4,4,0,5,5,16,56,392/125,56,0,0,0,0,0,0,392/125,392/125,1,YES,YES,YES,YES
periodic,5,5,4,1,25,25,20,448/5,7301/1250,80,48/5,134456/390625,134456/390625,896/25,sqrt(134456/390625),0.586691878246154,49/10,1617/250,3,NO,YES,YES,YES
periodic,5,6,4,2,50,50,24,636/5,5586/625,108,96/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,1029/125,1323/125,4,NO,YES,YES,YES
periodic,5,7,4,3,50,50,28,844/5,15533/1250,140,144/5,261709/390625,261709/390625,1744/25,sqrt(261709/390625),0.818520030298587,2891/250,3479/250,3,NO,YES,YES,YES
periodic,5,8,4,4,25,25,32,1072/5,10192/625,176,192/5,134456/390625,134456/390625,896/25,sqrt(134456/390625),0.586691878246154,392/25,2156/125,3,NO,YES,YES,YES
periodic,5,9,4,5,5,5,36,264,1029/50,216,48,0,0,0,0,0,1029/50,1029/50,1,YES,YES,YES,YES
periodic,5,5,5,0,1,1,20,80,49/10,80,0,0,0,0,0,0,49/10,49/10,1,YES,YES,YES,YES
periodic,5,6,5,1,5,5,24,120,1029/125,108,12,0,0,0,0,0,1029/125,1029/125,1,YES,YES,YES,YES
periodic,5,7,5,2,10,10,28,164,2989/250,140,24,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,2891/250,3087/250,2,NO,YES,YES,YES
periodic,5,8,5,3,10,10,32,212,2009/125,176,36,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,392/25,2058/125,2,NO,YES,YES,YES
periodic,5,9,5,4,5,5,36,264,1029/50,216,48,0,0,0,0,0,1029/50,1029/50,1,YES,YES,YES,YES
periodic,5,10,5,5,1,1,40,320,637/25,260,60,0,0,0,0,0,637/25,637/25,1,YES,YES,YES,YES
periodic,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
periodic,6,1,0,1,6,6,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,6,2,0,2,15,15,8,96/5,441/625,96/5,0,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,49/125,147/125,2,NO,YES,YES,YES
periodic,6,3,0,3,20,20,12,168/5,1911/1250,168/5,0,86436/390625,86436/390625,576/25,sqrt(86436/390625),0.4704,147/250,539/250,3,NO,YES,YES,YES
periodic,6,4,0,4,15,15,16,256/5,1666/625,256/5,0,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,294/125,392/125,2,NO,YES,YES,YES
periodic,6,5,0,5,6,6,20,72,1029/250,72,0,0,0,0,0,0,1029/250,1029/250,1,YES,YES,YES,YES
periodic,6,6,0,6,1,1,24,96,147/25,96,0,0,0,0,0,0,147/25,147/25,1,YES,YES,YES,YES
periodic,6,1,1,0,6,6,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,6,2,1,1,36,36,8,64/3,343/375,96/5,32/15,9604/28125,9604/28125,320/9,sqrt(9604/28125),0.584359098119945,49/125,49/25,3,NO,YES,YES,YES
periodic,6,3,1,2,90,90,12,568/15,7301/3750,168/5,64/15,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,147/250,931/250,4,NO,YES,YES,YES
periodic,6,4,1,3,120,120,16,288/5,2058/625,256/5,32/5,326536/390625,326536/390625,2176/25,sqrt(326536/390625),0.914293257111743,294/125,686/125,5,NO,YES,YES,YES
periodic,6,5,1,4,90,90,20,1208/15,18571/3750,72,128/15,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,1029/250,1617/250,4,NO,YES,YES,YES
periodic,6,6,1,5,36,36,24,320/3,2597/375,96,32/3,9604/28125,9604/28125,320/9,sqrt(9604/28125),0.584359098119945,147/25,931/125,3,NO,YES,YES,YES
periodic,6,7,1,6,6,6,28,136,2303/250,616/5,64/5,0,0,0,0,0,2303/250,2303/250,1,YES,YES,YES,YES
periodic,6,2,2,0,15,15,8,96/5,441/625,96/5,0,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,49/125,147/125,2,NO,YES,YES,YES
periodic,6,3,2,1,90,90,12,568/15,7301/3750,168/5,64/15,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,147/250,931/250,4,NO,YES,YES,YES
periodic,6,4,2,2,225,225,16,896/15,6566/1875,256/5,128/15,4110512/3515625,4110512/3515625,27392/225,sqrt(4110512/3515625),1.0813012079075,294/125,882/125,6,NO,YES,YES,YES
periodic,6,5,2,3,300,300,20,424/5,6713/1250,72,64/5,105644/78125,105644/78125,704/5,sqrt(105644/78125),1.1628599227766,1029/250,441/50,6,NO,YES,YES,YES
periodic,6,6,2,4,225,225,24,1696/15,14161/1875,96,256/15,4110512/3515625,4110512/3515625,27392/225,sqrt(4110512/3515625),1.0813012079075,147/25,1323/125,7,NO,YES,YES,YES
periodic,6,7,2,5,90,90,28,2168/15,37681/3750,616/5,64/3,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,2303/250,2891/250,4,NO,YES,YES,YES
periodic,6,8,2,6,15,15,32,896/5,8036/625,768/5,128/5,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,1568/125,1666/125,2,NO,YES,YES,YES
periodic,6,3,3,0,20,20,12,168/5,1911/1250,168/5,0,86436/390625,86436/390625,576/25,sqrt(86436/390625),0.4704,147/250,539/250,3,NO,YES,YES,YES
periodic,6,4,3,1,120,120,16,288/5,2058/625,256/5,32/5,326536/390625,326536/390625,2176/25,sqrt(326536/390625),0.914293257111743,294/125,686/125,5,NO,YES,YES,YES
periodic,6,5,3,2,300,300,20,424/5,6713/1250,72,64/5,105644/78125,105644/78125,704/5,sqrt(105644/78125),1.1628599227766,1029/250,441/50,6,NO,YES,YES,YES
periodic,6,6,3,3,400,400,24,576/5,4851/625,96,96/5,605052/390625,605052/390625,4032/25,sqrt(605052/390625),1.24456141672478,147/25,1519/125,8,NO,YES,YES,YES
periodic,6,7,3,4,300,300,28,744/5,13083/1250,616/5,128/5,105644/78125,105644/78125,704/5,sqrt(105644/78125),1.1628599227766,2303/250,3479/250,6,NO,YES,YES,YES
periodic,6,8,3,5,120,120,32,928/5,8428/625,768/5,32,326536/390625,326536/390625,2176/25,sqrt(326536/390625),0.914293257111743,1568/125,392/25,5,NO,YES,YES,YES
periodic,6,9,3,6,20,20,36,1128/5,21021/1250,936/5,192/5,86436/390625,86436/390625,576/25,sqrt(86436/390625),0.4704,3969/250,4361/250,3,NO,YES,YES,YES
periodic,6,4,4,0,15,15,16,256/5,1666/625,256/5,0,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,294/125,392/125,2,NO,YES,YES,YES
periodic,6,5,4,1,90,90,20,1208/15,18571/3750,72,128/15,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,1029/250,1617/250,4,NO,YES,YES,YES
periodic,6,6,4,2,225,225,24,1696/15,14161/1875,96,256/15,4110512/3515625,4110512/3515625,27392/225,sqrt(4110512/3515625),1.0813012079075,147/25,1323/125,7,NO,YES,YES,YES
periodic,6,7,4,3,300,300,28,744/5,13083/1250,616/5,128/5,105644/78125,105644/78125,704/5,sqrt(105644/78125),1.1628599227766,2303/250,3479/250,6,NO,YES,YES,YES
periodic,6,8,4,4,225,225,32,2816/15,25676/1875,768/5,512/15,4110512/3515625,4110512/3515625,27392/225,sqrt(4110512/3515625),1.0813012079075,1568/125,2156/125,6,NO,YES,YES,YES
periodic,6,9,4,5,90,90,36,3448/15,64631/3750,936/5,128/3,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,3969/250,4753/250,4,NO,YES,YES,YES
periodic,6,10,4,6,15,15,40,1376/5,13181/625,224,256/5,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,2597/125,539/25,2,NO,YES,YES,YES
periodic,6,5,5,0,6,6,20,72,1029/250,72,0,0,0,0,0,0,1029/250,1029/250,1,YES,YES,YES,YES
periodic,6,6,5,1,36,36,24,320/3,2597/375,96,32/3,9604/28125,9604/28125,320/9,sqrt(9604/28125),0.584359098119945,147/25,931/125,3,NO,YES,YES,YES
periodic,6,7,5,2,90,90,28,2168/15,37681/3750,616/5,64/3,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,2303/250,2891/250,4,NO,YES,YES,YES
periodic,6,8,5,3,120,120,32,928/5,8428/625,768/5,32,326536/390625,326536/390625,2176/25,sqrt(326536/390625),0.914293257111743,1568/125,392/25,5,NO,YES,YES,YES
periodic,6,9,5,4,90,90,36,3448/15,64631/3750,936/5,128/3,2439416/3515625,2439416/3515625,16256/225,sqrt(2439416/3515625),0.832993594746616,3969/250,4753/250,4,NO,YES,YES,YES
periodic,6,10,5,5,36,36,40,832/3,7987/375,224,160/3,9604/28125,9604/28125,320/9,sqrt(9604/28125),0.584359098119945,2597/125,2793/125,3,NO,YES,YES,YES
periodic,6,11,5,6,6,6,44,328,6419/250,264,64,0,0,0,0,0,6419/250,6419/250,1,YES,YES,YES,YES
periodic,6,6,6,0,1,1,24,96,147/25,96,0,0,0,0,0,0,147/25,147/25,1,YES,YES,YES,YES
periodic,6,7,6,1,6,6,28,136,2303/250,616/5,64/5,0,0,0,0,0,2303/250,2303/250,1,YES,YES,YES,YES
periodic,6,8,6,2,15,15,32,896/5,8036/625,768/5,128/5,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,1568/125,1666/125,2,NO,YES,YES,YES
periodic,6,9,6,3,20,20,36,1128/5,21021/1250,936/5,192/5,86436/390625,86436/390625,576/25,sqrt(86436/390625),0.4704,3969/250,4361/250,3,NO,YES,YES,YES
periodic,6,10,6,4,15,15,40,1376/5,13181/625,224,256/5,57624/390625,57624/390625,384/25,sqrt(57624/390625),0.384079991668402,2597/125,539/25,2,NO,YES,YES,YES
periodic,6,11,6,5,6,6,44,328,6419/250,264,64,0,0,0,0,0,6419/250,6419/250,1,YES,YES,YES,YES
periodic,6,12,6,6,1,1,48,384,3822/125,1536/5,384/5,0,0,0,0,0,3822/125,3822/125,1,YES,YES,YES,YES
periodic,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
periodic,7,1,0,1,7,7,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,7,2,0,2,21,21,8,56/3,49/75,56/3,0,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,49/125,147/125,2,NO,YES,YES,YES
periodic,7,3,0,3,35,35,12,32,343/250,32,0,19208/78125,19208/78125,128/5,sqrt(19208/78125),0.495845137114402,147/250,539/250,3,NO,YES,YES,YES
periodic,7,4,0,4,35,35,16,48,294/125,48,0,19208/78125,19208/78125,128/5,sqrt(19208/78125),0.495845137114402,196/125,392/125,3,NO,YES,YES,YES
periodic,7,5,0,5,21,21,20,200/3,539/150,200/3,0,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,833/250,1029/250,2,NO,YES,YES,YES
periodic,7,6,0,6,7,7,24,88,637/125,88,0,0,0,0,0,0,637/125,637/125,1,YES,YES,YES,YES
periodic,7,7,0,7,1,1,28,112,343/50,112,0,0,0,0,0,0,343/50,343/50,1,YES,YES,YES,YES
periodic,7,1,1,0,7,7,4,8,49/250,8,0,0,0,0,0,0,49/250,49/250,1,YES,YES,YES,YES
periodic,7,2,1,1,49,49,8,144/7,21/25,56/3,40/21,5096/15625,5096/15625,1664/49,sqrt(5096/15625),0.571090185522392,49/125,49/25,3,NO,YES,YES,YES
periodic,7,3,1,2,147,147,12,752/21,1309/750,32,80/21,95648/140625,95648/140625,31232/441,sqrt(95648/140625),0.824720289283315,147/250,931/250,4,NO,YES,YES,YES
periodic,7,4,1,3,245,245,16,376/7,364/125,48,40/7,70168/78125,70168/78125,22912/245,sqrt(70168/78125),0.947707971898517,196/125,686/125,6,NO,YES,YES,YES
periodic,7,5,1,4,245,245,20,520/7,217/50,200/3,160/21,70168/78125,70168/78125,22912/245,sqrt(70168/78125),0.947707971898517,833/250,1617/250,5,NO,YES,YES,YES
periodic,7,6,1,5,147,147,24,2048/21,2261/375,88,200/21,95648/140625,95648/140625,31232/441,sqrt(95648/140625),0.824720289283315,637/125,931/125,4,NO,YES,YES,YES
periodic,7,7,1,6,49,49,28,864/7,399/50,112,80/7,5096/15625,5096/15625,1664/49,sqrt(5096/15625),0.571090185522392,343/50,2107/250,3,NO,YES,YES,YES
periodic,7,8,1,7,7,7,32,152,1274/125,416/3,40/3,0,0,0,0,0,1274/125,1274/125,1,YES,YES,YES,YES
periodic,7,2,2,0,21,21,8,56/3,49/75,56/3,0,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,49/125,147/125,2,NO,YES,YES,YES
periodic,7,3,2,1,147,147,12,752/21,1309/750,32,80/21,95648/140625,95648/140625,31232/441,sqrt(95648/140625),0.824720289283315,147/250,931/250,4,NO,YES,YES,YES
periodic,7,4,2,2,441,441,16,1168/21,1162/375,48,160/21,18424/15625,18424/15625,6016/49,sqrt(18424/15625),1.08588028806126,196/125,882/125,7,NO,YES,YES,YES
periodic,7,5,2,3,735,735,20,1640/21,707/150,200/3,80/7,1033312/703125,1033312/703125,337408/2205,sqrt(1033312/703125),1.21227030355812,833/250,441/50,7,NO,YES,YES,YES
periodic,7,6,2,4,735,735,24,2168/21,2471/375,88,320/21,1033312/703125,1033312/703125,337408/2205,sqrt(1033312/703125),1.21227030355812,637/125,1323/125,8,NO,YES,YES,YES
periodic,7,7,2,5,441,441,28,2752/21,1309/150,112,400/21,18424/15625,18424/15625,6016/49,sqrt(18424/15625),1.08588028806126,343/50,2891/250,7,NO,YES,YES,YES
periodic,7,8,2,6,147,147,32,3392/21,4172/375,416/3,160/7,95648/140625,95648/140625,31232/441,sqrt(95648/140625),0.824720289283315,1274/125,1568/125,4,NO,YES,YES,YES
periodic,7,9,2,7,21,21,36,584/3,10339/750,168,80/3,19208/140625,19208/140625,128/9,sqrt(19208/140625),0.369581144300169,3381/250,3577/250,2,NO,YES,YES,YES
periodic,7,3,3,0,35,35,12,32,343/250,32,0,19208/78125,19208/78125,128/5,sqrt(19208/78125),0.495845137114402,147/250,539/250,3,NO,YES,YES,YES
periodic,7,4,3,1,245,245,16,376/7,364/125,48,40/7,70168/78125,70168/78125,22912/245,sqrt(70168/78125),0.947707971898517,196/125,686/125,6,NO,YES,YES,YES
periodic,7,5,3,2,735,735,20,1640/21,707/150,200/3,80/7,1033312/703125,1033312/703125,337408/2205,sqrt(1033312/703125),1.21227030355812,833/250,441/50,7,NO,YES,YES,YES
periodic,7,6,3,3,1225,1225,24,736/7,847/125,88,120/7,140336/78125,140336/78125,45824/245,sqrt(140336/78125),1.34026146702798,637/125,1519/125,9,NO,YES,YES,YES
periodic,7,7,3,4,1225,1225,28,944/7,91/10,112,160/7,140336/78125,140336/78125,45824/245,sqrt(140336/78125),1.34026146702798,343/50,3479/250,9,NO,YES,YES,YES
periodic,7,8,3,5,735,735,32,3512/21,4382/375,416/3,200/7,1033312/703125,1033312/703125,337408/2205,sqrt(1033312/703125),1.21227030355812,1274/125,392/25,8,NO,YES,YES,YES
periodic,7,9,3,6,245,245,36,1416/7,3633/250,168,240/7,70168/78125,70168/78125,22912/245,sqrt(70168/78125),0.947707971898517,3381/250,833/50,5,NO,YES,YES,YES
periodic,7,10,3,7,35,35,40,240,441/25,200,40,19208/78125,19208/78125,128/5,sqrt(19208/78125),0.495845137114402,2107/125,2303/125,3,NO,YES,YES,YES
periodic,7,4,4,0,35,35,16,48,294/125,48,0,19208/78125,19208/78125,128/5,sqrt(19208/78125),0.495845137114402,196/125,392/125,3,NO,YES,YES,YES
periodic,7,5,4,1,245,245,20,520/7,217/50,200/3,160/21,70168/78125,70168/78125,22912/245,sqrt(70168/78125),0.947707971898517,833/250,1617/250,5,NO,YES,YES,YES
periodic,7,6,4,2,735,735,24,2168/21,2471/375,88,320/21,1033312/703125,1033312/703125,337408/2205,sqrt(1033312/703125),1.21227030355812,637/125,1323/125,8,NO,YES,YES,YES
periodic,7,7,4,3,1225,1225,28,944/7,91/10,112,160/7,140336/78125,140336/78125,45824/245,sqrt(140336/78125),1.34026146702798,343/50,3479/250,9,NO,YES,YES,YES
