boundary,volume,total_pairs,n1,n2,sector_dimension,configurations_checked,mean_sum_N_exact,mean_D_exact,mean_C4_exact,baseline_D_exact,selector_shift_per_A4_exact,leakage_squared_exact,leakage_squared_formula_exact,leakage_squared_per_A4_squared_exact,singular_value_exact,singular_value_decimal,min_C4_exact,max_C4_exact,distinct_C4_values,agp_invariant,centered_action_sum_zero,centered_action_norm_exact,open_decomposition_exact
open,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
open,2,1,0,1,2,2,2,4,49/500,4,0,0,0,0,0,0,49/500,49/500,1,YES,YES,YES,YES
open,2,2,0,2,1,1,4,16,49/50,16,0,0,0,0,0,0,49/50,49/50,1,YES,YES,YES,YES
open,2,1,1,0,2,2,2,4,49/500,4,0,0,0,0,0,0,49/500,49/500,1,YES,YES,YES,YES
open,2,2,1,1,4,4,4,16,49/50,16,0,0,0,0,0,0,49/50,49/50,1,YES,YES,YES,YES
open,2,3,1,2,2,2,6,36,1323/500,36,0,0,0,0,0,0,1323/500,1323/500,1,YES,YES,YES,YES
open,2,2,2,0,1,1,4,16,49/50,16,0,0,0,0,0,0,49/50,49/50,1,YES,YES,YES,YES
open,2,3,2,1,2,2,6,36,1323/500,36,0,0,0,0,0,0,1323/500,1323/500,1,YES,YES,YES,YES
open,2,4,2,2,1,1,8,64,637/125,64,0,0,0,0,0,0,637/125,637/125,1,YES,YES,YES,YES
open,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
open,3,1,0,1,3,3,8/3,16/3,49/375,16/3,0,2401/1125000,2401/1125000,2/9,sqrt(2401/1125000),0.0461976430375211,49/500,49/250,2,NO,YES,YES,YES
open,3,2,0,2,3,3,16/3,16,98/125,16,0,21609/125000,21609/125000,18,sqrt(21609/125000),0.41577878733769,49/250,539/500,2,NO,YES,YES,YES
open,3,3,0,3,1,1,8,32,49/25,32,0,0,0,0,0,0,49/25,49/25,1,YES,YES,YES,YES
open,3,1,1,0,3,3,8/3,16/3,49/375,16/3,0,2401/1125000,2401/1125000,2/9,sqrt(2401/1125000),0.0461976430375211,49/500,49/250,2,NO,YES,YES,YES
open,3,2,1,1,9,9,16/3,160/9,1078/1125,16,16/9,1250921/5062500,1250921/5062500,2084/81,sqrt(1250921/5062500),0.49708702072458,49/250,49/25,4,NO,YES,YES,YES
open,3,3,1,2,9,9,8,320/9,2597/1125,32,32/9,4074497/5062500,4074497/5062500,6788/81,sqrt(4074497/5062500),0.897128147802892,539/500,1813/500,4,NO,YES,YES,YES
open,3,4,1,3,3,3,32/3,176/3,1568/375,160/3,16/3,693889/1125000,693889/1125000,578/9,sqrt(693889/1125000),0.785359931637859,1813/500,1323/250,2,NO,YES,YES,YES
open,3,2,2,0,3,3,16/3,16,98/125,16,0,21609/125000,21609/125000,18,sqrt(21609/125000),0.41577878733769,49/250,539/500,2,NO,YES,YES,YES
open,3,3,2,1,9,9,8,320/9,2597/1125,32,32/9,4074497/5062500,4074497/5062500,6788/81,sqrt(4074497/5062500),0.897128147802892,539/500,1813/500,4,NO,YES,YES,YES
open,3,4,2,2,9,9,32/3,544/9,196/45,160/3,64/9,8742041/5062500,8742041/5062500,14564/81,sqrt(8742041/5062500),1.31408634175242,49/25,1519/250,4,NO,YES,YES,YES
open,3,5,2,3,3,3,40/3,272/3,2597/375,80,32/3,2401/1800,2401/1800,1250/9,sqrt(2401/1800),1.15494107593803,1323/250,3871/500,2,NO,YES,YES,YES
open,3,3,3,0,1,1,8,32,49/25,32,0,0,0,0,0,0,49/25,49/25,1,YES,YES,YES,YES
open,3,4,3,1,3,3,32/3,176/3,1568/375,160/3,16/3,693889/1125000,693889/1125000,578/9,sqrt(693889/1125000),0.785359931637859,1813/500,1323/250,2,NO,YES,YES,YES
open,3,5,3,2,3,3,40/3,272/3,2597/375,80,32/3,2401/1800,2401/1800,1250/9,sqrt(2401/1800),1.15494107593803,1323/250,3871/500,2,NO,YES,YES,YES
open,3,6,3,3,1,1,16,128,1274/125,112,16,0,0,0,0,0,1274/125,1274/125,1,YES,YES,YES,YES
open,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
open,4,1,0,1,4,4,3,6,147/1000,6,0,2401/1000000,2401/1000000,1/4,sqrt(2401/1000000),0.049,49/500,49/250,2,NO,YES,YES,YES
open,4,2,0,2,6,6,6,16,343/500,16,0,45619/250000,45619/250000,19,sqrt(45619/250000),0.427172096466986,49/250,147/125,4,NO,YES,YES,YES
open,4,3,0,3,4,4,9,30,1617/1000,30,0,194481/1000000,194481/1000000,81/4,sqrt(194481/1000000),0.441,147/125,1029/500,2,NO,YES,YES,YES
open,4,4,0,4,1,1,12,48,147/50,48,0,0,0,0,0,0,147/50,147/50,1,YES,YES,YES,YES
open,4,1,1,0,4,4,3,6,147/1000,6,0,2401/1000000,2401/1000000,1/4,sqrt(2401/1000000),0.049,49/500,49/250,2,NO,YES,YES,YES
open,4,2,1,1,16,16,6,18,441/500,16,2,31213/100000,31213/100000,65/2,sqrt(31213/100000),0.558685958298578,49/250,49/25,6,NO,YES,YES,YES
open,4,3,1,2,24,24,9,34,2009/1000,30,4,487403/600000,487403/600000,1015/12,sqrt(487403/600000),0.901298137872998,539/500,931/250,6,NO,YES,YES,YES
open,4,4,1,3,16,16,12,54,441/125,48,6,501809/500000,501809/500000,209/2,sqrt(501809/500000),1.00180736671278,1029/500,539/100,6,NO,YES,YES,YES
open,4,5,1,4,4,4,15,78,5439/1000,70,8,693889/1000000,693889/1000000,289/4,sqrt(693889/1000000),0.833,2303/500,784/125,2,NO,YES,YES,YES
open,4,2,2,0,6,6,6,16,343/500,16,0,45619/250000,45619/250000,19,sqrt(45619/250000),0.427172096466986,49/250,147/125,4,NO,YES,YES,YES
open,4,3,2,1,24,24,9,34,2009/1000,30,4,487403/600000,487403/600000,1015/12,sqrt(487403/600000),0.901298137872998,539/500,931/250,6,NO,YES,YES,YES
open,4,4,2,2,36,36,12,56,931/250,48,8,1831963/1125000,1831963/1125000,1526/9,sqrt(1831963/1125000),1.27609229899547,49/25,882/125,9,NO,YES,YES,YES
open,4,5,2,3,24,24,15,82,5831/1000,70,12,5932871/3000000,5932871/3000000,2471/12,sqrt(5932871/3000000),1.40628008115975,931/250,4361/500,6,NO,YES,YES,YES
open,4,6,2,4,6,6,18,112,833/100,96,16,1135673/750000,1135673/750000,473/3,sqrt(1135673/750000),1.23054080252004,784/125,2597/250,4,NO,YES,YES,YES
open,4,3,3,0,4,4,9,30,1617/1000,30,0,194481/1000000,194481/1000000,81/4,sqrt(194481/1000000),0.441,147/125,1029/500,2,NO,YES,YES,YES
open,4,4,3,1,16,16,12,54,441/125,48,6,501809/500000,501809/500000,209/2,sqrt(501809/500000),1.00180736671278,1029/500,539/100,6,NO,YES,YES,YES
open,4,5,3,2,24,24,15,82,5831/1000,70,12,5932871/3000000,5932871/3000000,2471/12,sqrt(5932871/3000000),1.40628008115975,931/250,4361/500,6,NO,YES,YES,YES
open,4,6,3,3,16,16,18,114,4263/500,96,18,1154881/500000,1154881/500000,481/2,sqrt(1154881/500000),1.51979011708854,784/125,2793/250,6,NO,YES,YES,YES
open,4,7,3,4,4,4,21,150,11613/1000,126,24,2401/1600,2401/1600,625/4,sqrt(2401/1600),1.225,2597/250,6419/500,2,NO,YES,YES,YES
open,4,4,4,0,1,1,12,48,147/50,48,0,0,0,0,0,0,147/50,147/50,1,YES,YES,YES,YES
open,4,5,4,1,4,4,15,78,5439/1000,70,8,693889/1000000,693889/1000000,289/4,sqrt(693889/1000000),0.833,2303/500,784/125,2,NO,YES,YES,YES
open,4,6,4,2,6,6,18,112,833/100,96,16,1135673/750000,1135673/750000,473/3,sqrt(1135673/750000),1.23054080252004,784/125,2597/250,4,NO,YES,YES,YES
open,4,7,4,3,4,4,21,150,11613/1000,126,24,2401/1600,2401/1600,625/4,sqrt(2401/1600),1.225,2597/250,6419/500,2,NO,YES,YES,YES
open,4,8,4,4,1,1,24,192,1911/125,160,32,0,0,0,0,0,1911/125,1911/125,1,YES,YES,YES,YES
open,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
open,5,1,0,1,5,5,16/5,32/5,98/625,32/5,0,7203/3125000,7203/3125000,6/25,sqrt(7203/3125000),0.0480099989585503,49/500,49/250,2,NO,YES,YES,YES
open,5,2,0,2,10,10,32/5,16,392/625,16,0,1058841/6250000,1058841/6250000,441/25,sqrt(1058841/6250000),0.4116,49/250,147/125,5,NO,YES,YES,YES
open,5,3,0,3,10,10,48/5,144/5,882/625,144/5,0,1635081/6250000,1635081/6250000,681/25,sqrt(1635081/6250000),0.511481143347436,49/125,539/250,5,NO,YES,YES,YES
open,5,4,0,4,5,5,64/5,224/5,1568/625,224/5,0,583443/3125000,583443/3125000,486/25,sqrt(583443/3125000),0.432089990626953,539/250,1519/500,2,NO,YES,YES,YES
open,5,5,0,5,1,1,16,64,98/25,64,0,0,0,0,0,0,98/25,98/25,1,YES,YES,YES,YES
open,5,1,1,0,5,5,16/5,32/5,98/625,32/5,0,7203/3125000,7203/3125000,6/25,sqrt(7203/3125000),0.0480099989585503,49/500,49/250,2,NO,YES,YES,YES
open,5,2,1,1,25,25,32/5,448/25,2548/3125,16,48/25,12626859/39062500,12626859/39062500,21036/625,sqrt(12626859/39062500),0.568548670212146,49/250,49/25,7,NO,YES,YES,YES
open,5,3,1,2,50,50,48/5,816/25,5586/3125,144/5,96/25,121104039/156250000,121104039/156250000,50439/625,sqrt(121104039/156250000),0.88037824234814,49/125,931/250,9,NO,YES,YES,YES
open,5,4,1,3,50,50,64/5,1264/25,9604/3125,224/5,144/25,165474519/156250000,165474519/156250000,68919/625,sqrt(165474519/156250000),1.0290951955966,637/500,686/125,12,NO,YES,YES,YES
open,5,5,1,4,25,25,16,1792/25,14602/3125,64,192/25,39998259/39062500,39998259/39062500,66636/625,sqrt(39998259/39062500),1.01190682891262,1519/500,637/100,7,NO,YES,YES,YES
open,5,6,1,5,5,5,96/5,96,4116/625,432/5,48/5,2081667/3125000,2081667/3125000,1734/25,sqrt(2081667/3125000),0.816169982295355,2793/500,1813/250,2,NO,YES,YES,YES
open,5,2,2,0,10,10,32/5,16,392/625,16,0,1058841/6250000,1058841/6250000,441/25,sqrt(1058841/6250000),0.4116,49/250,147/125,5,NO,YES,YES,YES
open,5,3,2,1,50,50,48/5,816/25,5586/3125,144/5,96/25,121104039/156250000,121104039/156250000,50439/625,sqrt(121104039/156250000),0.88037824234814,49/125,931/250,9,NO,YES,YES,YES
open,5,4,2,2,100,100,64/5,1312/25,10192/3125,224/5,192/25,116479713/78125000,116479713/78125000,97026/625,sqrt(116479713/78125000),1.22104067352402,637/500,882/125,16,NO,YES,YES,YES
open,5,5,2,3,100,100,16,1888/25,15778/3125,64,288/25,153070953/78125000,153070953/78125000,127506/625,sqrt(153070953/78125000),1.39975290619452,539/250,441/50,17,NO,YES,YES,YES
open,5,6,2,4,50,50,96/5,2544/25,22344/3125,432/5,384/25,307805799/156250000,307805799/156250000,128199/625,sqrt(307805799/156250000),1.40355160703125,588/125,5243/500,12,NO,YES,YES,YES
open,5,7,2,5,10,10,112/5,656/5,5978/625,112,96/5,9126201/6250000,9126201/6250000,3801/25,sqrt(9126201/6250000),1.20838411111699,1813/250,1421/125,5,NO,YES,YES,YES
open,5,3,3,0,10,10,48/5,144/5,882/625,144/5,0,1635081/6250000,1635081/6250000,681/25,sqrt(1635081/6250000),0.511481143347436,49/125,539/250,5,NO,YES,YES,YES
open,5,4,3,1,50,50,64/5,1264/25,9604/3125,224/5,144/25,165474519/156250000,165474519/156250000,68919/625,sqrt(165474519/156250000),1.0290951955966,637/500,686/125,12,NO,YES,YES,YES
open,5,5,3,2,100,100,16,1888/25,15778/3125,64,288/25,153070953/78125000,153070953/78125000,127506/625,sqrt(153070953/78125000),1.39975290619452,539/250,441/50,17,NO,YES,YES,YES
open,5,6,3,3,100,100,96/5,2592/25,22932/3125,432/5,432/25,198882033/78125000,198882033/78125000,165666/625,sqrt(198882033/78125000),1.59552186522153,98/25,1519/125,16,NO,YES,YES,YES
open,5,7,3,4,50,50,112/5,3376/25,31066/3125,112,576/25,398275479/156250000,398275479/156250000,165879/625,sqrt(398275479/156250000),1.59654723249893,1813/250,6909/500,9,NO,YES,YES,YES
open,5,8,3,5,10,10,128/5,848/5,8036/625,704/5,144/5,11546409/6250000,11546409/6250000,4809/25,sqrt(11546409/6250000),1.35920029429073,1323/125,3871/250,5,NO,YES,YES,YES
open,5,4,4,0,5,5,64/5,224/5,1568/625,224/5,0,583443/3125000,583443/3125000,486/25,sqrt(583443/3125000),0.432089990626953,539/250,1519/500,2,NO,YES,YES,YES
open,5,5,4,1,25,25,16,1792/25,14602/3125,64,192/25,39998259/39062500,39998259/39062500,66636/625,sqrt(39998259/39062500),1.01190682891262,1519/500,637/100,7,NO,YES,YES,YES
open,5,6,4,2,50,50,96/5,2544/25,22344/3125,432/5,384/25,307805799/156250000,307805799/156250000,128199/625,sqrt(307805799/156250000),1.40355160703125,588/125,5243/500,12,NO,YES,YES,YES
open,5,7,4,3,50,50,112/5,3376/25,31066/3125,112,576/25,398275479/156250000,398275479/156250000,165879/625,sqrt(398275479/156250000),1.59654723249893,1813/250,6909/500,9,NO,YES,YES,YES
open,5,8,4,4,25,25,128/5,4288/25,40768/3125,704/5,768/25,95029179/39062500,95029179/39062500,158316/625,sqrt(95029179/39062500),1.55972657296079,1323/125,4067/250,7,NO,YES,YES,YES
open,5,9,4,5,5,5,144/5,1056/5,2058/125,864/5,192/5,7203/5000,7203/5000,150,sqrt(7203/5000),1.20024997396376,3871/250,8967/500,2,NO,YES,YES,YES
open,5,5,5,0,1,1,16,64,98/25,64,0,0,0,0,0,0,98/25,98/25,1,YES,YES,YES,YES
open,5,6,5,1,5,5,96/5,96,4116/625,432/5,48/5,2081667/3125000,2081667/3125000,1734/25,sqrt(2081667/3125000),0.816169982295355,2793/500,1813/250,2,NO,YES,YES,YES
open,5,7,5,2,10,10,112/5,656/5,5978/625,112,96/5,9126201/6250000,9126201/6250000,3801/25,sqrt(9126201/6250000),1.20838411111699,1813/250,1421/125,5,NO,YES,YES,YES
open,5,8,5,3,10,10,128/5,848/5,8036/625,704/5,144/5,11546409/6250000,11546409/6250000,4809/25,sqrt(11546409/6250000),1.35920029429073,1323/125,3871/250,5,NO,YES,YES,YES
open,5,9,5,4,5,5,144/5,1056/5,2058/125,864/5,192/5,7203/5000,7203/5000,150,sqrt(7203/5000),1.20024997396376,3871/250,8967/500,2,NO,YES,YES,YES
open,5,10,5,5,1,1,32,256,2548/125,208,48,0,0,0,0,0,2548/125,2548/125,1,YES,YES,YES,YES
open,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
open,6,1,0,1,6,6,10/3,20/3,49/300,20/3,0,2401/1125000,2401/1125000,2/9,sqrt(2401/1125000),0.0461976430375211,49/500,49/250,2,NO,YES,YES,YES
open,6,2,0,2,15,15,20/3,16,147/250,16,0,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,49/250,147/125,5,NO,YES,YES,YES
open,6,3,0,3,20,20,10,28,637/500,28,0,175273/625000,175273/625000,146/5,sqrt(175273/625000),0.529562838575367,49/125,539/250,7,NO,YES,YES,YES
open,6,4,0,4,15,15,40/3,128/3,833/375,128/3,0,40817/140625,40817/140625,272/9,sqrt(40817/140625),0.538752468414041,343/250,392/125,5,NO,YES,YES,YES
open,6,5,0,5,6,6,50/3,60,343/100,60,0,21609/125000,21609/125000,18,sqrt(21609/125000),0.41577878733769,392/125,2009/500,2,NO,YES,YES,YES
open,6,6,0,6,1,1,20,80,49/10,80,0,0,0,0,0,0,49/10,49/10,1,YES,YES,YES,YES
open,6,1,1,0,6,6,10/3,20/3,49/300,20/3,0,2401/1125000,2401/1125000,2/9,sqrt(2401/1125000),0.0461976430375211,49/500,49/250,2,NO,YES,YES,YES
open,6,2,1,1,36,36,20/3,160/9,343/450,16,16/9,319333/1012500,319333/1012500,2660/81,sqrt(319333/1012500),0.561596489736137,49/250,49/25,7,NO,YES,YES,YES
open,6,3,1,2,90,90,10,284/9,7301/4500,28,32/9,37006613/50625000,37006613/50625000,30826/405,sqrt(37006613/50625000),0.854982353438571,49/125,931/250,11,NO,YES,YES,YES
open,6,4,1,3,120,120,40/3,48,343/125,128/3,16/3,982009/937500,982009/937500,1636/15,sqrt(982009/937500),1.0234628799652,637/500,686/125,16,NO,YES,YES,YES
open,6,5,1,4,90,90,50/3,604/9,18571/4500,60,64/9,57981749/50625000,57981749/50625000,48298/405,sqrt(57981749/50625000),1.0701955423031,1127/500,1617/250,13,NO,YES,YES,YES
open,6,6,1,5,36,36,20,800/9,2597/450,80,80/9,4996481/5062500,4996481/5062500,8324/81,sqrt(4996481/5062500),0.993458207413147,2009/500,147/20,7,NO,YES,YES,YES
open,6,7,1,6,6,6,70/3,340/3,2303/300,308/3,32/3,693889/1125000,693889/1125000,578/9,sqrt(693889/1125000),0.785359931637859,3283/500,1029/125,2,NO,YES,YES,YES
open,6,2,2,0,15,15,20/3,16,147/250,16,0,2401/15625,2401/15625,16,sqrt(2401/15625),0.392,49/250,147/125,5,NO,YES,YES,YES
open,6,3,2,1,90,90,10,284/9,7301/4500,28,32/9,37006613/50625000,37006613/50625000,30826/405,sqrt(37006613/50625000),0.854982353438571,49/125,931/250,11,NO,YES,YES,YES
open,6,4,2,2,225,225,40/3,448/9,3283/1125,128/3,64/9,43683794/31640625,43683794/31640625,291104/2025,sqrt(43683794/31640625),1.17499940971879,637/500,882/125,19,NO,YES,YES,YES
